image_id,source_dataset,split,class_name,label_id,original_relative_path,raw_path,original_filename,new_filename,width,height,channels,image_mode,image_format,aspect_ratio,pixel_count,exif_tag_count,file_size_bytes,md5,ingestion_timestamp
train_diningroom_000014,mit_indoor,train,diningroom,2,diningroom/dining001.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000014.jpg,dining001.jpg,diningroom_000014.jpg,256,256,3,RGB,JPEG,1.0,65536,0,81295,ac65cc18bc84b3b5bd8052518fea5e73,2026-05-29T15:18:44.576764
train_bedroom_000017,mit_indoor,train,bedroom,1,bedroom/dsc04183.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000017.jpg,dsc04183.jpg,bedroom_000017.jpg,576,432,3,RGB,JPEG,1.3333,248832,0,134137,e3ae0afb974675c234c00d645764a69f,2026-05-29T15:18:44.580316
train_diningroom_000015,mit_indoor,train,diningroom,2,diningroom/dining38.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000015.jpg,dining38.jpg,diningroom_000015.jpg,1024,768,3,RGB,JPEG,1.3333,786432,0,752958,9f1f3641502ed622da447fe5da9af5d0,2026-05-29T15:18:44.595277
train_bedroom_000018,mit_indoor,train,bedroom,1,bedroom/n190033.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000018.jpg,n190033.jpg,bedroom_000018.jpg,256,256,3,RGB,JPEG,1.0,65536,0,50357,aa5634266c523ba9020be0984ab57c3d,2026-05-29T15:18:44.597275
train_livingroom_000018,mit_indoor,train,livingroom,4,livingroom/indoor_0325.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000018.jpg,indoor_0325.jpg,livingroom_000018.jpg,512,340,3,RGB,JPEG,1.5059,174080,0,129566,3d760cf68551931b5f0dbeab07bf937c,2026-05-29T15:18:44.600505
train_bathroom_000025,mit_indoor,train,bathroom,0,bathroom/d47.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000025.jpg,d47.jpg,bathroom_000025.jpg,256,256,3,RGB,JPEG,1.0,65536,7,76476,e012191efdfbe141af0913c507624031,2026-05-29T15:18:44.602898
train_livingroom_000019,mit_indoor,train,livingroom,4,livingroom/living14.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000019.jpg,living14.jpg,livingroom_000019.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1108867,7a86ae51826b6eae00000a01de25dc41,2026-05-29T15:18:44.623946
train_bathroom_000026,mit_indoor,train,bathroom,0,bathroom/ta_99_2_0319_02_l.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000026.jpg,ta_99_2_0319_02_l.jpg,bathroom_000026.jpg,256,256,3,RGB,JPEG,1.0,65536,0,63978,6ec02df9c0e45745009a8f9858e39ce4,2026-05-29T15:18:44.626556
train_bathroom_000027,mit_indoor,train,bathroom,0,bathroom/bath288.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000027.jpg,bath288.jpg,bathroom_000027.jpg,256,256,3,RGB,JPEG,1.0,65536,7,67438,f7f458a6ee6a6195adf5a615c0561ea5,2026-05-29T15:18:44.630888
train_bedroom_000019,mit_indoor,train,bedroom,1,bedroom/bedroom18.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000019.jpg,bedroom18.jpg,bedroom_000019.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1084359,41566139f7f3807c1986442baa5efa18,2026-05-29T15:18:44.652186
train_bedroom_000020,mit_indoor,train,bedroom,1,bedroom/indoor_0323.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000020.jpg,indoor_0323.jpg,bedroom_000020.jpg,512,340,3,RGB,JPEG,1.5059,174080,0,105332,b745bae89973cab1b79bf258646776bb,2026-05-29T15:18:44.655390
train_diningroom_000016,mit_indoor,train,diningroom,2,diningroom/dining008.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000016.jpg,dining008.jpg,diningroom_000016.jpg,1400,1050,3,RGB,JPEG,1.3333,1470000,0,1597156,da0a5417354afc51ac51d409a9d192b0,2026-05-29T15:18:44.684402
train_bathroom_000028,mit_indoor,train,bathroom,0,bathroom/IMG_1701.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000028.jpg,IMG_1701.jpg,bathroom_000028.jpg,2592,1944,3,RGB,JPEG,1.3333,5038848,0,2488193,7775acaac64038dfc73127d1878ec713,2026-05-29T15:18:44.739954
train_bedroom_000021,mit_indoor,train,bedroom,1,bedroom/at_01_5a_1420_19_l.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000021.jpg,at_01_5a_1420_19_l.jpg,bedroom_000021.jpg,256,256,3,RGB,JPEG,1.0,65536,0,59023,122484fd8b41683968a0fe80f0da5a47,2026-05-29T15:18:44.742148
train_diningroom_000017,mit_indoor,train,diningroom,2,diningroom/d15b.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000017.jpg,d15b.jpg,diningroom_000017.jpg,256,256,3,RGB,JPEG,1.0,65536,7,33920,7dc36457cf9dfaaba8ca9343adf6619c,2026-05-29T15:18:44.743672
train_kitchen_000016,mit_indoor,train,kitchen,3,kitchen/room14.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000016.jpg,room14.jpg,kitchen_000016.jpg,256,256,3,RGB,JPEG,1.0,65536,0,68717,16ce4f2f8704985b75504f499fc7d042,2026-05-29T15:18:44.745614
train_bathroom_000029,mit_indoor,train,bathroom,0,bathroom/bath287.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000029.jpg,bath287.jpg,bathroom_000029.jpg,256,256,3,RGB,JPEG,1.0,65536,7,69210,1a2acb9a601e709e24a8a79fcaa06e59,2026-05-29T15:18:44.747796
train_livingroom_000020,mit_indoor,train,livingroom,4,livingroom/l13.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000020.jpg,l13.jpg,livingroom_000020.jpg,256,256,3,RGB,JPEG,1.0,65536,8,99359,cda972148a635ad2569655e34d8fae11,2026-05-29T15:18:44.750003
train_diningroom_000018,mit_indoor,train,diningroom,2,diningroom/room272.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000018.jpg,room272.jpg,diningroom_000018.jpg,256,256,3,RGB,JPEG,1.0,65536,0,69437,6f315894b14a25085c55f9e1b3cc7bb6,2026-05-29T15:18:44.752225
train_diningroom_000019,mit_indoor,train,diningroom,2,diningroom/dining011.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000019.jpg,dining011.jpg,diningroom_000019.jpg,800,600,3,RGB,JPEG,1.3333,480000,0,552969,ea9803859b1b4b26b5a5b4bcfbe0409d,2026-05-29T15:18:44.762604
train_diningroom_000020,mit_indoor,train,diningroom,2,diningroom/n457043.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000020.jpg,n457043.jpg,diningroom_000020.jpg,256,256,3,RGB,JPEG,1.0,65536,0,47844,2150ea3d8987e1b877d44e8be1b3e3fb,2026-05-29T15:18:44.764249
train_kitchen_000017,mit_indoor,train,kitchen,3,kitchen/room40.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000017.jpg,room40.jpg,kitchen_000017.jpg,256,256,3,RGB,JPEG,1.0,65536,0,65124,f2096f80f5f37f1046e3844b892964e4,2026-05-29T15:18:44.766100
train_livingroom_000021,mit_indoor,train,livingroom,4,livingroom/familyroom97.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000021.jpg,familyroom97.jpg,livingroom_000021.jpg,256,256,3,RGB,JPEG,1.0,65536,7,105822,c6292dcd892144cac06fa2fd023291b0,2026-05-29T15:18:44.768592
train_bathroom_000030,mit_indoor,train,bathroom,0,bathroom/indoor_0197.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000030.jpg,indoor_0197.jpg,bathroom_000030.jpg,225,300,3,RGB,JPEG,0.75,67500,0,23181,c9e812acd3f9381e1dddccf8e86f33b0,2026-05-29T15:18:44.769904
train_diningroom_000021,mit_indoor,train,diningroom,2,diningroom/n15m.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000021.jpg,n15m.jpg,diningroom_000021.jpg,256,256,3,RGB,JPEG,1.0,65536,0,67502,2baaa06ade6547a709bcc1ac3a9c0815,2026-05-29T15:18:44.771867
train_bedroom_000022,mit_indoor,train,bedroom,1,bedroom/int139.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000022.jpg,int139.jpg,bedroom_000022.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60872,c9c8dc80a0575a6ed1e49f170644eb32,2026-05-29T15:18:44.773711
train_bedroom_000023,mit_indoor,train,bedroom,1,bedroom/IMG_9816.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000023.jpg,IMG_9816.jpg,bedroom_000023.jpg,2048,1536,3,RGB,JPEG,1.3333,3145728,0,1792855,dfda23e811f21f38f540bfbbe1b645ff,2026-05-29T15:18:44.811751
train_diningroom_000022,mit_indoor,train,diningroom,2,diningroom/dining2.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000022.jpg,dining2.jpg,diningroom_000022.jpg,500,399,3,RGB,JPEG,1.2531,199500,0,126526,22f86e3e835efb8a3e27998135d36ece,2026-05-29T15:18:44.815213
train_diningroom_000023,mit_indoor,train,diningroom,2,diningroom/d3.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000023.jpg,d3.jpg,diningroom_000023.jpg,256,256,3,RGB,JPEG,1.0,65536,7,82233,79dac865691b376b71c5a5217d755ecb,2026-05-29T15:18:44.817678
train_bathroom_000031,mit_indoor,train,bathroom,0,bathroom/indoor_0187.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000031.jpg,indoor_0187.jpg,bathroom_000031.jpg,300,225,3,RGB,JPEG,1.3333,67500,0,20591,7f763148a6b52cef8b4a0a2a3e9b49e5,2026-05-29T15:18:44.819773
train_kitchen_000018,mit_indoor,train,kitchen,3,kitchen/kitchen037.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000018.jpg,kitchen037.jpg,kitchen_000018.jpg,1400,1050,3,RGB,JPEG,1.3333,1470000,0,1596714,8229166567af18f7ae46e7e9b8a6c945,2026-05-29T15:18:44.851232
train_bathroom_000032,mit_indoor,train,bathroom,0,bathroom/interior015.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000032.jpg,interior015.jpg,bathroom_000032.jpg,256,256,3,RGB,JPEG,1.0,65536,0,55409,0886c74e7fbd393881d448596e0ffed7,2026-05-29T15:18:44.853198
train_kitchen_000019,mit_indoor,train,kitchen,3,kitchen/int35.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000019.jpg,int35.jpg,kitchen_000019.jpg,256,256,3,RGB,JPEG,1.0,65536,0,53535,a600fe5e843f4b7a1565ae5fcede5f79,2026-05-29T15:18:44.855035
train_diningroom_000024,mit_indoor,train,diningroom,2,diningroom/lv_02_03_9714_10_l.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000024.jpg,lv_02_03_9714_10_l.jpg,diningroom_000024.jpg,256,256,3,RGB,JPEG,1.0,65536,0,68665,2ba5a0ec7995be796e054e5e08ddf786,2026-05-29T15:18:44.856927
train_bathroom_000033,mit_indoor,train,bathroom,0,bathroom/indoor_0332.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000033.jpg,indoor_0332.jpg,bathroom_000033.jpg,512,340,3,RGB,JPEG,1.5059,174080,0,102457,de7f2e4de9bca32e6e77160e0b301e83,2026-05-29T15:18:44.859706
train_diningroom_000025,mit_indoor,train,diningroom,2,diningroom/indoor_0314.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000025.jpg,indoor_0314.jpg,diningroom_000025.jpg,512,456,3,RGB,JPEG,1.1228,233472,0,209940,2db0f7fc311c259877436926eadf8c42,2026-05-29T15:18:44.864010
train_bathroom_000034,mit_indoor,train,bathroom,0,bathroom/indoor_0364.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000034.jpg,indoor_0364.jpg,bathroom_000034.jpg,340,512,3,RGB,JPEG,0.6641,174080,0,87521,019631036329d35e0cee78969afd2ba5,2026-05-29T15:18:44.866699
train_livingroom_000022,mit_indoor,train,livingroom,4,livingroom/indoor_0311.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000022.jpg,indoor_0311.jpg,livingroom_000022.jpg,512,483,3,RGB,JPEG,1.06,247296,0,175545,18318705c57756aca4e6a788e0869f47,2026-05-29T15:18:44.870705
train_livingroom_000023,mit_indoor,train,livingroom,4,livingroom/int4.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000023.jpg,int4.jpg,livingroom_000023.jpg,256,256,3,RGB,JPEG,1.0,65536,0,55351,43e3349dab961af535182d60f976b87a,2026-05-29T15:18:44.872564
train_diningroom_000026,mit_indoor,train,diningroom,2,diningroom/int473.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000026.jpg,int473.jpg,diningroom_000026.jpg,256,256,3,RGB,JPEG,1.0,65536,0,65866,c130b8b406adc9a524c12f4d21561f13,2026-05-29T15:18:44.874369
train_bathroom_000035,mit_indoor,train,bathroom,0,bathroom/indoor_0486.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000035.jpg,indoor_0486.jpg,bathroom_000035.jpg,400,600,3,RGB,JPEG,0.6667,240000,0,117896,03676312de4f4fd4d3d1be519a3c7ac7,2026-05-29T15:18:44.877640
train_bedroom_000024,mit_indoor,train,bedroom,1,bedroom/indoor_0430.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000024.jpg,indoor_0430.jpg,bedroom_000024.jpg,512,410,3,RGB,JPEG,1.2488,209920,0,133979,a4cbf01b842218bb28943d3b71d665c3,2026-05-29T15:18:44.881987
train_diningroom_000027,mit_indoor,train,diningroom,2,diningroom/d8.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000027.jpg,d8.jpg,diningroom_000027.jpg,256,256,3,RGB,JPEG,1.0,65536,7,83340,d6164d5a8a08f8f6a78bc240d55a29c3,2026-05-29T15:18:44.884585
train_bathroom_000036,mit_indoor,train,bathroom,0,bathroom/bothroom99.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000036.jpg,bothroom99.jpg,bathroom_000036.jpg,1024,768,3,RGB,JPEG,1.3333,786432,0,805335,99fe870c31bbc14973622346b05af320,2026-05-29T15:18:44.900051
train_diningroom_000028,mit_indoor,train,diningroom,2,diningroom/d16.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000028.jpg,d16.jpg,diningroom_000028.jpg,256,256,3,RGB,JPEG,1.0,65536,7,108195,dbf8f540aa11ed84d8b7964ef9e06d85,2026-05-29T15:18:44.902910
train_kitchen_000020,mit_indoor,train,kitchen,3,kitchen/kitchen089.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000020.jpg,kitchen089.jpg,kitchen_000020.jpg,256,256,3,RGB,JPEG,1.0,65536,0,57041,607267dcc6366a0db3db2e039018a0ab,2026-05-29T15:18:44.904946
train_bedroom_000025,mit_indoor,train,bedroom,1,bedroom/indoor_0588.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000025.jpg,indoor_0588.jpg,bedroom_000025.jpg,640,480,3,RGB,JPEG,1.3333,307200,0,195046,6756f4369757210858d9f624817ada80,2026-05-29T15:18:44.909449
train_diningroom_000029,mit_indoor,train,diningroom,2,diningroom/dining16.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000029.jpg,dining16.jpg,diningroom_000029.jpg,256,256,3,RGB,JPEG,1.0,65536,0,79227,8d056732ef2e6094b10b477d9c6e0fdd,2026-05-29T15:18:44.911585
train_bathroom_000037,mit_indoor,train,bathroom,0,bathroom/room270.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000037.jpg,room270.jpg,bathroom_000037.jpg,256,256,3,RGB,JPEG,1.0,65536,0,66986,a64d17ca032e749eb1f57774ce617129,2026-05-29T15:18:44.913459
train_livingroom_000024,mit_indoor,train,livingroom,4,livingroom/or_02_04_0211_14_l.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000024.jpg,or_02_04_0211_14_l.jpg,livingroom_000024.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60951,2ffb8eca39312de9e0c3a3af2dcf9216,2026-05-29T15:18:44.915236
train_bedroom_000026,mit_indoor,train,bedroom,1,bedroom/indoor_0085.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000026.jpg,indoor_0085.jpg,bedroom_000026.jpg,300,225,3,RGB,JPEG,1.3333,67500,0,25291,9efae7aa3e34a2cf69e2bdbadb2b3fad,2026-05-29T15:18:44.916562
train_diningroom_000030,mit_indoor,train,diningroom,2,diningroom/lv_02_04_10917_23a_l.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000030.jpg,lv_02_04_10917_23a_l.jpg,diningroom_000030.jpg,256,256,3,RGB,JPEG,1.0,65536,0,71373,36c9284ca8215baf563fba9498c287a9,2026-05-29T15:18:44.918462
train_bathroom_000038,mit_indoor,train,bathroom,0,bathroom/100_0281.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000038.jpg,100_0281.jpg,bathroom_000038.jpg,640,480,3,RGB,JPEG,1.3333,307200,0,118231,828b82f110d588c22cabed50996e0c0e,2026-05-29T15:18:44.922149
train_diningroom_000031,mit_indoor,train,diningroom,2,diningroom/dining006.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000031.jpg,dining006.jpg,diningroom_000031.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60473,9394fb9b899028714ae4bf95de1393aa,2026-05-29T15:18:44.924112
train_bathroom_000039,mit_indoor,train,bathroom,0,bathroom/dublin___apartamento___29_03_2007_006.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000039.jpg,dublin___apartamento___29_03_2007_006.jpg,bathroom_000039.jpg,640,480,3,RGB,JPEG,1.3333,307200,0,100352,38d080c124b29e4497143b6c52c7b790,2026-05-29T15:18:44.927381
train_bedroom_000027,mit_indoor,train,bedroom,1,bedroom/indoor_0557.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000027.jpg,indoor_0557.jpg,bedroom_000027.jpg,640,428,3,RGB,JPEG,1.4953,273920,0,92627,501ea2535a91f803521d6d6084f0a659,2026-05-29T15:18:44.930374
train_bathroom_000040,mit_indoor,train,bathroom,0,bathroom/room316.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000040.jpg,room316.jpg,bathroom_000040.jpg,256,256,3,RGB,JPEG,1.0,65536,0,37369,bb9b0fab929ce0f5502615df986c496c,2026-05-29T15:18:44.931927
train_bedroom_000028,mit_indoor,train,bedroom,1,bedroom/b17.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000028.jpg,b17.jpg,bedroom_000028.jpg,256,256,3,RGB,JPEG,1.0,65536,7,72804,1fec77b0d57e51f05803b78e2519c996,2026-05-29T15:18:44.934292
train_diningroom_000032,mit_indoor,train,diningroom,2,diningroom/dining35.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000032.jpg,dining35.jpg,diningroom_000032.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1179709,db079a57d8be6f686d0e9400fc7d5eae,2026-05-29T15:18:44.956441
train_kitchen_000021,mit_indoor,train,kitchen,3,kitchen/kitchen055.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000021.jpg,kitchen055.jpg,kitchen_000021.jpg,1400,1050,3,RGB,JPEG,1.3333,1470000,0,1599603,e15143ab2922ef61eecc6644e751efb2,2026-05-29T15:18:44.986075
train_bedroom_000029,mit_indoor,train,bedroom,1,bedroom/indoor_0047.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000029.jpg,indoor_0047.jpg,bedroom_000029.jpg,300,224,3,RGB,JPEG,1.3393,67200,0,30361,4b4b42d06a2a00f29fad444eca219572,2026-05-29T15:18:44.987644
train_diningroom_000033,mit_indoor,train,diningroom,2,diningroom/Dining4.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000033.jpg,Dining4.jpg,diningroom_000033.jpg,1400,1050,3,RGB,JPEG,1.3333,1470000,0,1358834,dc11a26f8dbc1ffdaef69a5a113aeb05,2026-05-29T15:18:45.014536
train_bathroom_000041,mit_indoor,train,bathroom,0,bathroom/indoor_0279.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000041.jpg,indoor_0279.jpg,bathroom_000041.jpg,298,449,3,RGB,JPEG,0.6637,133802,0,83011,aa8c8770779583d1b303dcb5247e0122,2026-05-29T15:18:45.017255
train_kitchen_000022,mit_indoor,train,kitchen,3,kitchen/kitchen054.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000022.jpg,kitchen054.jpg,kitchen_000022.jpg,256,256,3,RGB,JPEG,1.0,65536,0,67898,c4f262d82dd4f24dda6716386857867d,2026-05-29T15:18:45.019212
train_bedroom_000030,mit_indoor,train,bedroom,1,bedroom/indoor_0341.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000030.jpg,indoor_0341.jpg,bedroom_000030.jpg,512,366,3,RGB,JPEG,1.3989,187392,0,107796,bca298ae3e8c786a9d932662684d4988,2026-05-29T15:18:45.022147
train_diningroom_000034,mit_indoor,train,diningroom,2,diningroom/dining025.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000034.jpg,dining025.jpg,diningroom_000034.jpg,256,256,3,RGB,JPEG,1.0,65536,0,57939,4beb0225f49c95fd4082a9886e6389ef,2026-05-29T15:18:45.024025
train_diningroom_000035,mit_indoor,train,diningroom,2,diningroom/fw_97_2_0861_5_l.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000035.jpg,fw_97_2_0861_5_l.jpg,diningroom_000035.jpg,256,256,3,RGB,JPEG,1.0,65536,0,63792,58525a5ce7a7bea3f70866fdb656e38a,2026-05-29T15:18:45.025897
train_kitchen_000023,mit_indoor,train,kitchen,3,kitchen/kitchen15.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000023.jpg,kitchen15.jpg,kitchen_000023.jpg,1024,768,3,RGB,JPEG,1.3333,786432,0,567615,83683550fc1ae776540cbc7848c184a7,2026-05-29T15:18:45.037563
train_diningroom_000036,mit_indoor,train,diningroom,2,diningroom/sa_97_4_757_21_l.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000036.jpg,sa_97_4_757_21_l.jpg,diningroom_000036.jpg,256,256,3,RGB,JPEG,1.0,65536,0,58314,4dadcb1f4a83a4d616edbbff875f521f,2026-05-29T15:18:45.039695
train_livingroom_000025,mit_indoor,train,livingroom,4,livingroom/l6.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000025.jpg,l6.jpg,livingroom_000025.jpg,256,256,3,RGB,JPEG,1.0,65536,11,104718,1cfea64c6b30bbe78df70ce2148b74c1,2026-05-29T15:18:45.042183
train_kitchen_000024,mit_indoor,train,kitchen,3,kitchen/kitchen033.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000024.jpg,kitchen033.jpg,kitchen_000024.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1221301,11a7812d633ff0e188527cd1eb475a17,2026-05-29T15:18:45.064222
train_diningroom_000037,mit_indoor,train,diningroom,2,diningroom/dining013.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000037.jpg,dining013.jpg,diningroom_000037.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1140075,cac3a6dca2cf8b51bc8db31209ee16ad,2026-05-29T15:18:45.087397
train_livingroom_000026,mit_indoor,train,livingroom,4,livingroom/living24.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000026.jpg,living24.jpg,livingroom_000026.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,956058,8dcd52e6ee8559da431d343387d44078,2026-05-29T15:18:45.107118
train_bathroom_000042,mit_indoor,train,bathroom,0,bathroom/interior017.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000042.jpg,interior017.jpg,bathroom_000042.jpg,256,256,3,RGB,JPEG,1.0,65536,0,51572,1d7097e2a06986b085eedd5acaaef6b1,2026-05-29T15:18:45.109162
train_bedroom_000031,mit_indoor,train,bedroom,1,bedroom/roomscan2.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000031.jpg,roomscan2.jpg,bedroom_000031.jpg,256,256,3,RGB,JPEG,1.0,65536,0,62491,a9931fe1cfad28a1bc111bc100a32721,2026-05-29T15:18:45.111073
train_bathroom_000043,mit_indoor,train,bathroom,0,bathroom/indoor_0124.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000043.jpg,indoor_0124.jpg,bathroom_000043.jpg,225,300,3,RGB,JPEG,0.75,67500,0,19370,60c79c49cf766a923ebb6ef7eca033d9,2026-05-29T15:18:45.112278
train_diningroom_000038,mit_indoor,train,diningroom,2,diningroom/room503.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000038.jpg,room503.jpg,diningroom_000038.jpg,256,256,3,RGB,JPEG,1.0,65536,0,16658,008d2f76fed54dc53fc3b95e97b9fe82,2026-05-29T15:18:45.113468
train_bedroom_000032,mit_indoor,train,bedroom,1,bedroom/b29.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000032.jpg,b29.jpg,bedroom_000032.jpg,256,256,3,RGB,JPEG,1.0,65536,7,67423,685f527c782ef659e0f4a07439bb0be2,2026-05-29T15:18:45.115821
train_bedroom_000033,mit_indoor,train,bedroom,1,bedroom/indoor_0215.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000033.jpg,indoor_0215.jpg,bedroom_000033.jpg,300,240,3,RGB,JPEG,1.25,72000,0,28013,81699b7f26156e78ce81093f6ee16c19,2026-05-29T15:18:45.117212
train_diningroom_000039,mit_indoor,train,diningroom,2,diningroom/int294.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000039.jpg,int294.jpg,diningroom_000039.jpg,256,256,3,RGB,JPEG,1.0,65536,0,56239,793fc849360b7b2c2ed82eea00f8c5cd,2026-05-29T15:18:45.118919
train_kitchen_000025,mit_indoor,train,kitchen,3,kitchen/int362.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000025.jpg,int362.jpg,kitchen_000025.jpg,256,256,3,RGB,JPEG,1.0,65536,0,58030,265a58510b563e7fef345f86bb6920fe,2026-05-29T15:18:45.120654
train_kitchen_000026,mit_indoor,train,kitchen,3,kitchen/int423.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000026.jpg,int423.jpg,kitchen_000026.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60152,4e7139237214c2be09277bc0c58f5ba2,2026-05-29T15:18:45.122360
train_diningroom_000040,mit_indoor,train,diningroom,2,diningroom/int468.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000040.jpg,int468.jpg,diningroom_000040.jpg,256,256,3,RGB,JPEG,1.0,65536,0,61752,d720dfa6c54df6c26054985095f10fbd,2026-05-29T15:18:45.124113
train_kitchen_000027,mit_indoor,train,kitchen,3,kitchen/cdmc1146.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000027.jpg,cdmc1146.jpg,kitchen_000027.jpg,256,256,3,RGB,JPEG,1.0,65536,0,12048,323c402043491dec302714795258b558,2026-05-29T15:18:45.125356
train_bedroom_000034,mit_indoor,train,bedroom,1,bedroom/indoor_0113.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000034.jpg,indoor_0113.jpg,bedroom_000034.jpg,225,300,3,RGB,JPEG,0.75,67500,0,27878,e652b7c9690ef9f425ed5a048654000c,2026-05-29T15:18:45.126741
